-0.04073	-1.14E-07
-0.04072	-2.34E-08
-0.04071	1.07E-07
-0.0407	2.78E-07
-0.0407	5.06E-07
-0.04072	7.58E-07
-0.04073	9.25E-07
-0.04074	1.00E-06
-0.04075	1.04E-06
-0.04076	1.06E-06
-0.04076	1.07E-06
-0.04074	1.07E-06
-0.04073	1.07E-06
-0.04073	1.07E-06
-0.04072	1.08E-06
-0.04071	1.07E-06
-0.04071	1.07E-06
-0.04071	1.08E-06
-0.04071	1.08E-06
-0.04072	1.09E-06
-0.04073	1.09E-06
-0.04074	1.14E-06
-0.04074	1.35E-06
-0.04074	1.27E-06
-0.04074	1.14E-06
-0.04074	1.10E-06
-0.04074	1.08E-06
-0.04072	1.08E-06
-0.04072	1.08E-06
-0.04073	1.09E-06
-0.04072	1.08E-06
-0.0407	1.08E-06
-0.04069	1.07E-06
-0.04069	1.07E-06
-0.04069	1.08E-06
-0.04071	1.08E-06
-0.0407	1.09E-06
-0.04068	1.09E-06
-0.04065	1.09E-06
-0.04063	1.09E-06
-0.04063	1.08E-06
-0.04064	1.08E-06
-0.04064	1.07E-06
-0.04065	1.06E-06
-0.04068	1.07E-06
-0.04066	1.09E-06
-0.04059	1.09E-06
-0.04042	1.09E-06
-0.04017	1.25E-06
-0.03987	1.37E-06
-0.03957	1.16E-06
-0.03924	1.07E-06
-0.03888	1.04E-06
-0.03852	1.02E-06
-0.03817	1.00E-06
-0.03781	1.01E-06
-0.03745	1.01E-06
-0.03709	9.84E-07
-0.03671	9.74E-07
-0.03631	9.69E-07
-0.03592	9.70E-07
-0.0355	9.68E-07
-0.03507	9.56E-07
-0.03465	9.33E-07
-0.03422	9.25E-07
-0.0338	9.16E-07
-0.0334	9.07E-07
-0.03299	9.05E-07
-0.03254	8.95E-07
-0.03209	8.80E-07
-0.03166	8.66E-07
-0.03122	8.52E-07
-0.03077	8.41E-07
-0.0303	8.36E-07
-0.02985	8.32E-07
-0.02938	8.30E-07
-0.02889	8.28E-07
-0.0284	8.16E-07
-0.02791	8.02E-07
-0.02741	7.89E-07
-0.0269	7.84E-07
-0.0264	7.74E-07
-0.0259	7.61E-07
-0.02537	7.46E-07
-0.02484	7.35E-07
-0.02429	7.31E-07
-0.02374	7.18E-07
-0.02318	7.05E-07
-0.02261	6.93E-07
-0.02203	6.79E-07
-0.02144	6.64E-07
-0.02084	6.53E-07
-0.02023	6.50E-07
-0.01961	6.38E-07
-0.01898	6.22E-07
-0.01834	6.12E-07
-0.01768	6.02E-07
-0.017	5.88E-07
-0.01632	5.76E-07
-0.01561	5.63E-07
-0.01489	5.51E-07
-0.01415	5.37E-07
-0.01339	5.27E-07
-0.0126	5.11E-07
-0.01179	4.94E-07
-0.01094	4.80E-07
-0.01007	4.63E-07
-0.00916	4.44E-07
-0.00821	4.26E-07
-0.00721	4.06E-07
-0.00615	3.86E-07
-0.00503	3.68E-07
-0.00383	3.56E-07
-0.00257	3.54E-07
-0.00128	3.60E-07
2.54E-05	3.71E-07
0.00131	3.85E-07
0.00257	4.03E-07
0.00377	4.20E-07
0.00493	4.35E-07
0.00603	4.50E-07
0.00707	4.69E-07
0.00808	4.88E-07
0.00904	5.04E-07
0.00996	5.19E-07
0.01085	5.33E-07
0.0117	5.47E-07
0.01252	5.60E-07
0.01332	5.75E-07
0.01409	5.82E-07
0.01485	5.92E-07
0.01558	6.05E-07
0.01629	6.19E-07
0.01698	6.35E-07
0.01766	6.45E-07
0.01831	6.57E-07
0.01895	6.71E-07
0.01958	6.81E-07
0.0202	6.90E-07
0.02081	6.99E-07
0.02141	7.07E-07
0.022	7.18E-07
0.02257	7.26E-07
2.31E-02	7.31E-07
2.37E-02	7.40E-07
0.02422	7.55E-07
0.02475	7.68E-07
0.02528	7.78E-07
0.02581	7.87E-07
0.02633	7.97E-07
0.02684	8.08E-07
0.02735	8.23E-07
0.02785	8.30E-07
0.02834	8.33E-07
0.02883	8.34E-07
0.02931	8.34E-07
0.02978	8.36E-07
0.03025	8.48E-07
0.03072	8.64E-07
0.03118	8.75E-07
0.03163	8.78E-07
0.03208	8.84E-07
0.03253	8.97E-07
0.03298	9.05E-07
0.03342	9.08E-07
0.03386	9.09E-07
0.03429	9.16E-07
0.03472	9.25E-07
0.03515	9.29E-07
0.03556	9.44E-07
0.03597	9.58E-07
0.03638	9.65E-07
0.03678	9.71E-07
0.03718	9.78E-07
0.03758	9.89E-07
0.03798	1.00E-06
0.03837	1.02E-06
0.03875	1.03E-06
0.03914	1.04E-06
0.03954	1.05E-06
0.03992	1.05E-06
0.0403	1.06E-06
0.04068	1.06E-06
0.04105	1.07E-06
0.04142	1.08E-06
0.04178	1.09E-06
0.04214	1.09E-06
0.04249	1.14E-06
0.04284	1.12E-06
0.04319	1.12E-06
0.03051	9.84E-07
0.03095	1.00E-06
0.03138	1.01E-06
0.03181	1.03E-06
0.03224	1.04E-06
0.03266	1.04E-06
0.03308	1.04E-06
0.03349	1.05E-06
0.0339	1.05E-06
0.03431	1.06E-06
0.03471	1.07E-06
0.03511	1.07E-06
0.03551	1.08E-06
0.0359	1.08E-06
0.03629	1.08E-06
0.03667	1.10E-06
0.03706	1.12E-06
0.03744	1.14E-06
0.03783	1.14E-06
0.03822	1.15E-06
0.0386	1.16E-06
0.03898	1.17E-06
0.03935	1.18E-06
0.03972	1.18E-06
0.04008	1.18E-06
0.04044	1.18E-06
0.04079	1.19E-06
0.04115	1.20E-06
0.04152	1.20E-06
0.04188	1.21E-06
0.04222	1.22E-06
0.04257	1.22E-06
0.04291	1.24E-06
0.04324	1.23E-06
0.04357	1.25E-06
0.04391	1.26E-06
0.04424	1.27E-06
0.04457	1.30E-06
