-0.05249	1.6508E-06
-0.05246	1.6485E-06
-0.0524	1.6440E-06
-0.05234	1.6170E-06
-0.0523	1.6648E-06
-0.05226	1.6485E-06
-0.05224	1.6371E-06
-0.05222	1.6485E-06
-0.05221	1.6485E-06
-0.05221	1.6766E-06
-0.05221	1.6394E-06
-0.05221	1.6371E-06
-0.05218	1.6371E-06
-0.0521	1.6671E-06
-0.05197	1.6371E-06
-0.05181	1.6192E-06
-0.05161	1.6170E-06
-0.05141	1.6170E-06
-0.05119	1.6214E-06
-0.05096	1.6281E-06
-0.05077	1.6192E-06
-0.05057	1.6016E-06
-0.05032	1.6016E-06
-0.05006	1.5718E-06
-0.04981	1.6038E-06
-0.04954	1.5951E-06
-0.04927	1.5656E-06
-0.049	1.5909E-06
-0.04874	1.5845E-06
-0.04848	1.5573E-06
-0.04822	1.5635E-06
-0.04796	1.5676E-06
-0.04771	1.5451E-06
-0.04745	1.5134E-06
-0.04718	1.5115E-06
-0.04692	1.5331E-06
-0.04666	1.5291E-06
-0.04639	1.5154E-06
-0.04613	1.4981E-06
-0.04586	1.5019E-06
-0.04559	1.4812E-06
-0.04531	1.4611E-06
-0.04504	1.4981E-06
-0.04477	1.4629E-06
-0.04449	1.4629E-06
-0.04421	1.4397E-06
-0.04393	1.4088E-06
-0.04366	1.4310E-06
-0.04338	1.3906E-06
-0.04312	1.3825E-06
-0.04289	1.3890E-06
-0.04267	1.3728E-06
-0.04242	1.3586E-06
-0.04216	1.3540E-06
-0.04189	1.3540E-06
-0.0416	1.3524E-06
-0.04131	1.3432E-06
-0.04101	1.3371E-06
-0.04071	1.3432E-06
-0.04041	1.3371E-06
-0.04011	1.3281E-06
-0.03981	1.3163E-06
-0.0395	1.3090E-06
-0.0392	1.2834E-06
-0.03888	1.2890E-06
-0.03856	1.2482E-06
-0.03824	1.2642E-06
-0.03792	1.2628E-06
-0.0376	1.2300E-06
-0.03727	1.2186E-06
-0.03695	1.2186E-06
-0.03662	1.2074E-06
-0.03629	1.2037E-06
-0.03595	1.1976E-06
-0.03561	1.1952E-06
-0.03526	1.1844E-06
-0.03492	1.1820E-06
-0.03457	1.1785E-06
-0.03422	1.1657E-06
-0.03387	1.1588E-06
-0.03352	1.1543E-06
-0.03317	1.1420E-06
-0.03281	1.1214E-06
-0.03244	1.0975E-06
-0.03208	1.0874E-06
-0.03171	1.0834E-06
-0.03134	1.0765E-06
-0.03096	1.0707E-06
-0.03058	1.0687E-06
-0.0302	1.0525E-06
-0.02981	1.0525E-06
-0.02942	1.0442E-06
-0.02901	1.0332E-06
-0.02861	1.0260E-06
-0.02821	1.0085E-06
-0.0278	9.9245E-07
-0.02739	9.8665E-07
-0.02698	9.7204E-07
-0.02656	9.6333E-07
-0.02614	9.5631E-07
-0.02571	9.4864E-07
-0.02528	9.4258E-07
-0.02485	9.3735E-07
-0.0244	9.2128E-07
-0.02395	9.0575E-07
-0.02349	8.8672E-07
-0.02302	8.7816E-07
-0.02254	8.7168E-07
-0.02207	8.6278E-07
-0.02159	8.5715E-07
-0.0211	8.4406E-07
-0.0196	8.0409E-07
-0.01908	8.0577E-07
-0.01856	7.9295E-07
-0.01802	7.8104E-07
-0.01748	7.6436E-07
-0.01693	7.5500E-07
-0.01637	7.4816E-07
-0.01579	7.3781E-07
-0.01521	7.2432E-07
-0.01461	7.1209E-07
-0.01399	7.0357E-07
-0.01337	6.9219E-07
-0.01274	6.7683E-07
-0.01208	6.6761E-07
-0.01141	6.5518E-07
-0.01073	6.3924E-07
-0.01002	6.2593E-07
-0.0093	6.0812E-07
-0.00855	5.8952E-07
-0.00777	5.7160E-07
-0.00695	5.4107E-07
-0.0061	5.1877E-07
-0.00521	5.0757E-07
-0.00428	5.0122E-07
-0.0033	4.9985E-07
-0.00227	5.0319E-07
-0.00122	5.1024E-07
-1.52E-04	5.1903E-07
9.21E-04	5.3193E-07
0.00198	5.6300E-07
0.00301	5.7828E-07
0.00401	5.9471E-07
0.00498	6.0635E-07
0.00591	6.1674E-07
0.00681	6.3004E-07
0.00769	6.3697E-07
0.00853	6.4643E-07
0.00935	6.6036E-07
0.01015	6.6960E-07
0.01092	6.7507E-07
0.01168	6.9064E-07
0.01242	7.0196E-07
0.01313	7.0747E-07
0.01383	7.1679E-07
0.01452	7.2993E-07
0.01518	7.4037E-07
0.01584	7.4853E-07
0.01648	7.5500E-07
0.01711	7.6121E-07
0.01773	7.7813E-07
0.01834	7.9122E-07
0.01893	7.9646E-07
0.01952	8.3484E-07
0.02009	8.4223E-07
0.02284	8.5631E-07
0.02336	8.6657E-07
0.02387	8.7233E-07
0.02438	8.7621E-07
0.02489	8.8078E-07
0.02539	8.9954E-07
0.02588	9.1416E-07
0.02637	9.2488E-07
0.02685	9.3365E-07
0.02732	9.4034E-07
0.0278	9.4712E-07
0.02826	9.5169E-07
0.02872	9.5554E-07
0.02918	9.6254E-07
0.02962	9.6806E-07
0.03007	9.7364E-07
0.03051	9.8418E-07
0.03095	1.0008E-06
0.03138	1.0094E-06
0.03181	1.0252E-06
0.03224	1.0350E-06
0.03266	1.0442E-06
0.03308	1.0432E-06
0.03349	1.0497E-06
0.0339	1.0535E-06
0.03431	1.0630E-06
0.03471	1.0678E-06
0.03511	1.0687E-06
0.03551	1.0775E-06
0.0359	1.0804E-06
0.03629	1.0834E-06
0.03667	1.1026E-06
0.03706	1.1183E-06
0.03744	1.1354E-06
0.03783	1.1365E-06
0.03822	1.1509E-06
0.0386	1.1645E-06
0.03898	1.1703E-06
0.03935	1.1761E-06
0.03972	1.1761E-06
0.04008	1.1820E-06
0.04044	1.1785E-06
0.04079	1.1903E-06
0.04115	1.1976E-06
0.04152	1.2012E-06
0.04188	1.2111E-06
0.04222	1.2236E-06
0.04257	1.2211E-06
0.04291	1.2351E-06
0.04324	1.2325E-06
0.04357	1.2455E-06
0.04391	1.2575E-06
0.04424	1.2710E-06
0.04457	1.3018E-06
0.0449	1.3119E-06
0.04522	1.3090E-06
0.04554	1.3311E-06
0.04586	1.3386E-06
0.04617	1.3417E-06
0.04648	1.3524E-06
0.04678	1.3478E-06
0.04709	1.3478E-06
0.04739	1.3728E-06
0.04769	1.3712E-06
0.04799	1.3712E-06
0.04828	1.3825E-06
0.04859	1.3988E-06
0.04889	1.3988E-06
0.04919	1.3988E-06
0.04949	1.4021E-06
0.04978	1.4224E-06
0.05007	1.4071E-06
0.05036	1.4557E-06
0.05066	1.4593E-06
0.05094	1.4468E-06
0.05122	1.4665E-06
0.05151	1.4943E-06
0.05179	1.5252E-06
0.05207	1.5291E-06
0.05235	1.4485E-06
0.05262	1.5019E-06
0.05289	1.5232E-06
0.05316	1.5096E-06
0.05344	1.5252E-06
0.05372	1.5371E-06
0.054	1.5391E-06
