 -1.0000      0.062200
 -0.8999      0.571000
 -0.7998      0.703000
 -0.6999      0.836000
 -0.5999      0.902000
 -0.4998      0.945000
 -0.4000      1.020000
 -0.2998      0.928000
 -0.1998      0.958000
 -0.0999      1.020000
  0.0001      1.020000
  0.1002      1.020000
  0.2001      1.040000
  0.3001      0.982000
  0.4002      1.060000
  0.5001      0.999000
  0.6001      1.090000
  0.7002      1.180000
  0.8000      1.240000
  0.9002      1.580000
  1.0002      2.190000


 -1.2000     -2.848817
 -1.1900     -2.593649
 -1.1799     -2.355886
 -1.1699     -2.134306
 -1.1598     -1.927778
 -1.1498     -1.735251
 -1.1397     -1.555748
 -1.1297     -1.388365
 -1.1197     -1.232260
 -1.1096     -1.086652
 -1.0996     -0.950815
 -1.0895     -0.824076
 -1.0795     -0.705808
 -1.0695     -0.595429
 -1.0594     -0.492399
 -1.0494     -0.396213
 -1.0393     -0.306406
 -1.0293     -0.222542
 -1.0192     -0.144217
 -1.0092     -0.071054
 -0.9992     -0.002705
 -0.9891      0.061157
 -0.9791      0.120834
 -0.9690      0.176608
 -0.9590      0.228742
 -0.9490      0.277480
 -0.9389      0.323048
 -0.9289      0.365660
 -0.9188      0.405512
 -0.9088      0.442788
 -0.8987      0.477659
 -0.8887      0.510285
 -0.8787      0.540815
 -0.8686      0.569386
 -0.8586      0.596128
 -0.8485      0.621161
 -0.8385      0.644598
 -0.8285      0.666543
 -0.8184      0.687094
 -0.8084      0.706343
 -0.7983      0.724373
 -0.7883      0.741264
 -0.7782      0.757090
 -0.7682      0.771921
 -0.7582      0.785821
 -0.7481      0.798849
 -0.7381      0.811062
 -0.7280      0.822513
 -0.7180      0.833250
 -0.7079      0.843320
 -0.6979      0.852764
 -0.6879      0.861624
 -0.6778      0.869935
 -0.6678      0.877734
 -0.6577      0.885052
 -0.6477      0.891921
 -0.6377      0.898368
 -0.6276      0.904421
 -0.6176      0.910104
 -0.6075      0.915440
 -0.5975      0.920452
 -0.5874      0.925160
 -0.5774      0.929582
 -0.5674      0.933737
 -0.5573      0.937642
 -0.5473      0.941311
 -0.5372      0.944761
 -0.5272      0.948003
 -0.5172      0.951052
 -0.5071      0.953920
 -0.4971      0.956617
 -0.4870      0.959154
 -0.4770      0.961541
 -0.4669      0.963787
 -0.4569      0.965901
 -0.4469      0.967892
 -0.4368      0.969766
 -0.4268      0.971531
 -0.4167      0.973194
 -0.4067      0.974761
 -0.3967      0.976238
 -0.3866      0.977630
 -0.3766      0.978944
 -0.3665      0.980182
 -0.3565      0.981351
 -0.3464      0.982455
 -0.3364      0.983497
 -0.3264      0.984482
 -0.3163      0.985412
 -0.3063      0.986292
 -0.2962      0.987125
 -0.2862      0.987914
 -0.2762      0.988661
 -0.2661      0.989369
 -0.2561      0.990041
 -0.2460      0.990679
 -0.2360      0.991285
 -0.2259      0.991862
 -0.2159      0.992411
 -0.2059      0.992935
 -0.1958      0.993435
 -0.1858      0.993913
 -0.1757      0.994371
 -0.1657      0.994809
 -0.1556      0.995231
 -0.1456      0.995637
 -0.1356      0.996028
 -0.1255      0.996406
 -0.1155      0.996772
 -0.1054      0.997127
 -0.0954      0.997473
 -0.0854      0.997811
 -0.0753      0.998141
 -0.0653      0.998465
 -0.0552      0.998785
 -0.0452      0.999100
 -0.0351      0.999412
 -0.0251      0.999723
 -0.0151      1.000032
 -0.0050      1.000341
  0.0050      1.000652
  0.0151      1.000965
  0.0251      1.001281
  0.0351      1.001601
  0.0452      1.001927
  0.0552      1.002258
  0.0653      1.002598
  0.0753      1.002945
  0.0854      1.003303
  0.0954      1.003671
  0.1054      1.004052
  0.1155      1.004446
  0.1255      1.004855
  0.1356      1.005280
  0.1456      1.005722
  0.1556      1.006184
  0.1657      1.006666
  0.1757      1.007171
  0.1858      1.007700
  0.1958      1.008255
  0.2059      1.008838
  0.2159      1.009450
  0.2259      1.010095
  0.2360      1.010774
  0.2460      1.011490
  0.2561      1.012246
  0.2661      1.013043
  0.2762      1.013885
  0.2862      1.014776
  0.2962      1.015717
  0.3063      1.016714
  0.3163      1.017768
  0.3264      1.018885
  0.3364      1.020068
  0.3464      1.021321
  0.3565      1.022651
  0.3665      1.024060
  0.3766      1.025555
  0.3866      1.027141
  0.3967      1.028825
  0.4067      1.030612
  0.4167      1.032510
  0.4268      1.034525
  0.4368      1.036666
  0.4469      1.038941
  0.4569      1.041358
  0.4669      1.043927
  0.4770      1.046658
  0.4870      1.049562
  0.4971      1.052650
  0.5071      1.055935
  0.5172      1.059428
  0.5272      1.063145
  0.5372      1.067100
  0.5473      1.071309
  0.5573      1.075789
  0.5674      1.080558
  0.5774      1.085635
  0.5874      1.091041
  0.5975      1.096798
  0.6075      1.102930
  0.6176      1.109463
  0.6276      1.116422
  0.6377      1.123837
  0.6477      1.131739
  0.6577      1.140161
  0.6678      1.149138
  0.6778      1.158708
  0.6879      1.168912
  0.6979      1.179792
  0.7079      1.191397
  0.7180      1.203774
  0.7280      1.216977
  0.7381      1.231064
  0.7481      1.246095
  0.7582      1.262136
  0.7682      1.279256
  0.7782      1.297531
  0.7883      1.317041
  0.7983      1.337873
  0.8084      1.360118
  0.8184      1.383876
  0.8285      1.409253
  0.8385      1.436363
  0.8485      1.465327
  0.8586      1.496278
  0.8686      1.529355
  0.8787      1.564710
  0.8887      1.602504
  0.8987      1.642910
  0.9088      1.686116
  0.9188      1.732322
  0.9289      1.781742
  0.9389      1.834607
  0.9490      1.891165
  0.9590      1.951683
  0.9690      2.016446
  0.9791      2.085763
  0.9891      2.159962
  0.9992      2.239400
  1.0092      2.324458
  1.0192      2.415546
  1.0293      2.513106
  1.0393      2.617612
  1.0494      2.729575
  1.0594      2.849544
  1.0695      2.978110
  1.0795      3.115908
  1.0895      3.263624
  1.0996      3.421993
  1.1096      3.591808
  1.1197      3.773925
  1.1297      3.969262
  1.1397      4.178811
  1.1498      4.403639
  1.1598      4.644894
  1.1699      4.903818
  1.1799      5.181746
  1.1900      5.480117
  1.2000      5.800484
