 -1.0000      0.535000
 -0.8999      0.669000
 -0.7998      0.831000
 -0.6999      0.883000
 -0.5999      0.946000
 -0.4998      1.010000
 -0.4000      0.912000
 -0.2998      0.935000
 -0.1998      0.985000
 -0.0999      0.968000
  0.0001      1.040000
  0.1002      1.050000
  0.2001      1.020000
  0.3001      1.030000
  0.4002      1.060000
  0.5001      0.970000
  0.6001      1.110000
  0.7002      1.080000
  0.8000      1.190000
  0.9002      1.390000
  1.0002      1.750000


 -1.2000     -0.869988
 -1.1900     -0.761608
 -1.1799     -0.659692
 -1.1699     -0.563843
 -1.1598     -0.473691
 -1.1498     -0.388888
 -1.1397     -0.309107
 -1.1297     -0.234042
 -1.1197     -0.163407
 -1.1096     -0.096932
 -1.0996     -0.034367
 -1.0895      0.024526
 -1.0795      0.079968
 -1.0695      0.132167
 -1.0594      0.181318
 -1.0494      0.227604
 -1.0393      0.271197
 -1.0293      0.312258
 -1.0192      0.350938
 -1.0092      0.387379
 -0.9992      0.421715
 -0.9891      0.454070
 -0.9791      0.484562
 -0.9690      0.513301
 -0.9590      0.540391
 -0.9490      0.565930
 -0.9389      0.590008
 -0.9289      0.612712
 -0.9188      0.634121
 -0.9088      0.654314
 -0.8987      0.673359
 -0.8887      0.691325
 -0.8787      0.708274
 -0.8686      0.724265
 -0.8586      0.739355
 -0.8485      0.753595
 -0.8385      0.767035
 -0.8285      0.779721
 -0.8184      0.791696
 -0.8084      0.803002
 -0.7983      0.813677
 -0.7883      0.823757
 -0.7782      0.833277
 -0.7682      0.842268
 -0.7582      0.850761
 -0.7481      0.858785
 -0.7381      0.866365
 -0.7280      0.873527
 -0.7180      0.880295
 -0.7079      0.886692
 -0.6979      0.892738
 -0.6879      0.898453
 -0.6778      0.903857
 -0.6678      0.908965
 -0.6577      0.913796
 -0.6477      0.918364
 -0.6377      0.922685
 -0.6276      0.926773
 -0.6176      0.930640
 -0.6075      0.934298
 -0.5975      0.937760
 -0.5874      0.941037
 -0.5774      0.944138
 -0.5674      0.947073
 -0.5573      0.949853
 -0.5473      0.952485
 -0.5372      0.954977
 -0.5272      0.957338
 -0.5172      0.959574
 -0.5071      0.961694
 -0.4971      0.963702
 -0.4870      0.965605
 -0.4770      0.967409
 -0.4669      0.969120
 -0.4569      0.970743
 -0.4469      0.972282
 -0.4368      0.973743
 -0.4268      0.975129
 -0.4167      0.976444
 -0.4067      0.977694
 -0.3967      0.978880
 -0.3866      0.980008
 -0.3766      0.981080
 -0.3665      0.982099
 -0.3565      0.983068
 -0.3464      0.983991
 -0.3364      0.984869
 -0.3264      0.985706
 -0.3163      0.986503
 -0.3063      0.987264
 -0.2962      0.987990
 -0.2862      0.988682
 -0.2762      0.989345
 -0.2661      0.989978
 -0.2561      0.990584
 -0.2460      0.991165
 -0.2360      0.991721
 -0.2259      0.992256
 -0.2159      0.992770
 -0.2059      0.993264
 -0.1958      0.993741
 -0.1858      0.994200
 -0.1757      0.994645
 -0.1657      0.995075
 -0.1556      0.995491
 -0.1456      0.995896
 -0.1356      0.996290
 -0.1255      0.996675
 -0.1155      0.997050
 -0.1054      0.997418
 -0.0954      0.997779
 -0.0854      0.998134
 -0.0753      0.998484
 -0.0653      0.998830
 -0.0552      0.999173
 -0.0452      0.999514
 -0.0351      0.999853
 -0.0251      1.000192
 -0.0151      1.000532
 -0.0050      1.000873
  0.0050      1.001216
  0.0151      1.001563
  0.0251      1.001914
  0.0351      1.002269
  0.0452      1.002631
  0.0552      1.003000
  0.0653      1.003376
  0.0753      1.003762
  0.0854      1.004157
  0.0954      1.004564
  0.1054      1.004982
  0.1155      1.005414
  0.1255      1.005860
  0.1356      1.006322
  0.1456      1.006801
  0.1556      1.007298
  0.1657      1.007815
  0.1757      1.008352
  0.1858      1.008912
  0.1958      1.009496
  0.2059      1.010106
  0.2159      1.010743
  0.2259      1.011409
  0.2360      1.012106
  0.2460      1.012836
  0.2561      1.013601
  0.2661      1.014404
  0.2762      1.015246
  0.2862      1.016130
  0.2962      1.017059
  0.3063      1.018035
  0.3163      1.019061
  0.3264      1.020140
  0.3364      1.021275
  0.3464      1.022470
  0.3565      1.023729
  0.3665      1.025053
  0.3766      1.026449
  0.3866      1.027920
  0.3967      1.029470
  0.4067      1.031104
  0.4167      1.032827
  0.4268      1.034645
  0.4368      1.036562
  0.4469      1.038585
  0.4569      1.040719
  0.4669      1.042972
  0.4770      1.045350
  0.4870      1.047861
  0.4971      1.050512
  0.5071      1.053312
  0.5172      1.056269
  0.5272      1.059393
  0.5372      1.062694
  0.5473      1.066182
  0.5573      1.069868
  0.5674      1.073763
  0.5774      1.077881
  0.5874      1.082235
  0.5975      1.086837
  0.6075      1.091705
  0.6176      1.096852
  0.6276      1.102296
  0.6377      1.108054
  0.6477      1.114146
  0.6577      1.120592
  0.6678      1.127412
  0.6778      1.134629
  0.6879      1.142267
  0.6979      1.150352
  0.7079      1.158910
  0.7180      1.167970
  0.7280      1.177563
  0.7381      1.187721
  0.7481      1.198479
  0.7582      1.209873
  0.7682      1.221941
  0.7782      1.234726
  0.7883      1.248270
  0.7983      1.262622
  0.8084      1.277829
  0.8184      1.293946
  0.8285      1.311028
  0.8385      1.329135
  0.8485      1.348331
  0.8586      1.368682
  0.8686      1.390261
  0.8787      1.413145
  0.8887      1.437414
  0.8987      1.463156
  0.9088      1.490462
  0.9188      1.519430
  0.9289      1.550166
  0.9389      1.582780
  0.9490      1.617391
  0.9590      1.654125
  0.9690      1.693116
  0.9791      1.734508
  0.9891      1.778453
  0.9992      1.825114
  1.0092      1.874664
  1.0192      1.927287
  1.0293      1.983180
  1.0393      2.042553
  1.0494      2.105629
  1.0594      2.172648
  1.0695      2.243862
  1.0795      2.319543
  1.0895      2.399981
  1.0996      2.485483
  1.1096      2.576380
